TRAVEL_ID,recommend_result_place
b_b004714,"['부평깡통시장', 'BIFF광장', '롯데마트 광복점', '롯데백화점 광복점', '자갈치시장', '국제시장', '용두산공원', '보수동책방골목', '다이아몬드타워']"
b_b011821,"['소금산출렁다리', '뮤지엄산']"
b_b011123,"['대왕암공원', '대왕암공원 출렁다리']"
b_b001694,"['정동심곡 바다부채길', '하슬라아트월드', '정동진해변', '주문진해변', '경포호', '홈플러스 강릉점', '경포대', '사천진해변', '대관령삼양목장', '아르떼뮤지엄 강릉']"
b_b004299,"['경주역사유적지구', '국립경주박물관', '첨성대', '보문호', '경주월드', '대릉원', '캘리포니아비치', '경주보문관광단지', '금관총', '황리단길']"
b_b013698,"['남이섬', '이마트 춘천점', '춘천삼악산호수케이블카', '김유정문학촌', '청평사', '레고랜드코리아리조트', '소양강스카이워크']"
b_b004480,"['정동진해변', '정동심곡 바다부채길', '경포호', '주문진해변', '하슬라아트월드', '아르떼뮤지엄 강릉', '경포대', '사근진해변', '홈플러스 강릉점', '강문해변']"
b_b002264,"['오대산월정사 전나무숲길', '휘닉스평창 블루캐니언', '대관령삼양목장', '대관령양떼목장', '월정사', '발왕산관광케이블카']"
b_b003401,"['경주월드', '경주역사유적지구', '국립경주박물관', '보문호', '캘리포니아비치', '대릉원', '첨성대', '월정교', '동궁과월지', '경주엑스포대공원']"
b_b011339,"['국립경주박물관', '경주월드', '황리단길', '경주역사유적지구', '석굴암', '교촌마을', '보문호', '불국사', '캘리포니아비치', '대릉원']"
b_b003013,"['청사포다릿돌전망대', '송정해수욕장', '센텀시티 스파랜드', '동백섬', '신세계백화점 센텀시티점', '해운대해수욕장', '광안리해수욕장', '해운대블루라인파크 송정정거장', '밀락 더 마켓', '해운대블루라인파크 청사포정거장']"
b_b000153,"['송정해수욕장', '청사포다릿돌전망대', '센텀시티 스파랜드', '해운대해수욕장', '동백섬', '해운대블루라인파크 송정정거장', '신세계백화점 센텀시티점', '해운대블루라인파크 청사포정거장', '해운대블루라인파크 미포정거장', '해운대전통시장']"
b_b005886,"['낙강물길공원', '병산서원', '월영교', '만휴정', '부용대', '안동하회마을']"
b_b000291,"['속초관광수산시장', '속초해수욕장', '영랑호', '영금정', '외옹치 바다향기로', '설악산소공원', '속초아이', '외옹치해변', '등대해수욕장', '이마트 속초점']"
b_b005527,"['태화강국가정원', '대왕암공원', '태화강국가정원 십리대숲', '대왕암공원 출렁다리', '울산시립미술관']"
b_b010954,['고석정꽃밭']
b_b012270,"['진주성', '경상남도수목원', '진주남강유등축제']"
b_b002745,"['경주보문관광단지', '경주월드', '석굴암', '보문호', '국립경주박물관', '캘리포니아비치', '경주엑스포대공원', '월정교', '경주핑크뮬리군락지', '보문정']"
b_b011728,"['이케아 동부산점', '해동용궁사', '롯데월드 어드벤처 부산', '롯데프리미엄아울렛 동부산점']"
b_b004412,"['주문진해변', '하슬라아트월드', '정동진해변', '정동심곡 바다부채길', '허균허난설헌기념공원', '경포호', '아르떼뮤지엄 강릉', '경포해수욕장', '설악산소공원', '청초호수공원']"
b_b001376,"['경포호', '하슬라아트월드', '경포대', '정동진해변', '정동심곡 바다부채길', '강릉중앙시장', '주문진해변', '안목해변', '경포아쿠아리움', '강문해변']"
b_b007257,"['경상남도수목원', '진주성', '진주남강유등축제']"
b_b015439,"['흰여울문화마을', '삼정타워', '전포카페거리', '롯데백화점 광복점', '롯데마트 광복점', '자갈치시장', '부평깡통시장', '다이아몬드타워', '용두산공원', 'BIFF광장']"
b_b004357,"['소금산출렁다리', '뮤지엄산']"
b_b008230,"['보문호', '경주역사유적지구', '경주핑크뮬리군락지', '첨성대', '월정교', '동궁과월지', '경주보문관광단지', '국립경주박물관', '경주월드', '대릉원']"
b_b007894,"['태화강국가정원 십리대숲', '태화강국가정원', '울산시립미술관']"
b_b005839,
b_b013752,"['센텀시티 스파랜드', '해운대블루라인파크 청사포정거장', '신세계백화점 센텀시티점', '청사포다릿돌전망대', '송정해수욕장', '해운대블루라인파크 미포정거장', '벡스코', '동백섬', '해운대해수욕장', '해운대블루라인파크 송정정거장']"
b_b004832,"['태화강국가정원', '태화강국가정원 십리대숲', '울산시립미술관']"
b_b014777,"['경주엑스포대공원', '황리단길', '첨성대', '대릉원', '월정교', '캘리포니아비치', '불국사', '보문정', '교촌마을', '경주월드']"
b_b005702,['수성못']
b_b000401,"['영금정', '설악산소공원', '영랑호', '갯배st 속초청년몰', '속초아이', '청초호수공원', '등대해수욕장', '외옹치 바다향기로', '설악케이블카', '외옹치해변']"
b_b000007,"['하슬라아트월드', '주문진해변', '아르떼뮤지엄 강릉', '사근진해변', '허균허난설헌기념공원', '정동진해변', '경포아쿠아리움', '경포대', '허균허난설헌기념관', '정동심곡 바다부채길']"
b_b014506,"['청라언덕', '스파크랜드', '동성로로데오거리', '서문시장', '현대백화점 대구점', '김광석다시그리기길', '주교좌계산대성당', '대구근대역사관']"
b_b007044,"['경상남도수목원', '진주성', '진주남강유등축제']"
b_b012619,"['흰여울문화마을', '광안리해수욕장', '자갈치시장', '용두산공원', '롯데백화점 광복점', '국제시장', '밀락 더 마켓', '보수동책방골목', 'BIFF광장', '롯데마트 광복점']"
b_b018636,"['주문진해변', '정동심곡 바다부채길', '정동진해변', '경포대', '하슬라아트월드', '경포해수욕장', '홈플러스 강릉점', '경포호', '아르떼뮤지엄 강릉', '허균허난설헌기념관']"
b_b001115,"['남이섬', '이마트 춘천점', '춘천삼악산호수케이블카', '청평사', '김유정문학촌', '레고랜드코리아리조트', '소양강스카이워크']"
b_b000805,"['국립경주박물관', '경주월드', '캘리포니아비치', '보문호', '경주역사유적지구', '황리단길', '월정교', '대릉원', '첨성대', '불국사']"
b_b002790,"['영금정', '속초아이', '속초해수욕장', '속초관광수산시장', '영랑호', '외옹치 바다향기로', '청초호수공원', '외옹치해변', '갯배st 속초청년몰', '설악산소공원']"
b_b011586,"['센텀시티 스파랜드', '청사포다릿돌전망대', '해운대블루라인파크 청사포정거장', '송정해수욕장', '해운대해수욕장', '신세계백화점 센텀시티점', '동백섬', '해운대블루라인파크 송정정거장', '해운대블루라인파크 미포정거장', '벡스코']"
b_b012123,"['남이섬', '춘천삼악산호수케이블카', '이마트 춘천점', '김유정문학촌', '청평사', '레고랜드코리아리조트', '소양강스카이워크']"
b_b006042,"['하슬라아트월드', '정동심곡 바다부채길', '경포대', '경포호', '경포아쿠아리움', '홈플러스 강릉점', '아르떼뮤지엄 강릉', '주문진해변', '정동진해변', '강문해변']"
b_b006685,"['황매산군립공원', '합천영상테마파크']"
b_b009237,"['설악산소공원', '영랑호', '갯배st 속초청년몰', '영금정', '외옹치 바다향기로', '외옹치해변', '등대해수욕장', '청초호수공원', '속초아이', '속초관광수산시장']"
b_b003847,"['송지호해수욕장', '화암사', '통일전망대', '고성왕곡마을', 'DMZ박물관']"
b_b009674,"['소금산출렁다리', '뮤지엄산']"
b_b007512,"['인구해변', '낙산사', '휴휴암', '서피비치', '정암해변', '설악산', '낙산해변', '양양전통시장']"
b_b004564,"['송정해수욕장', '센텀시티 스파랜드', '청사포다릿돌전망대', '삼정타워', '해운대해수욕장', '광안리해수욕장', '해운대블루라인파크 청사포정거장', '동백섬', '감천문화마을', '롯데백화점 부산본점']"
b_b003383,"['캘리포니아비치', '보문호', '국립경주박물관', '경주월드', '경주역사유적지구', '경주엑스포대공원', '석굴암', '월정교', '경주보문관광단지', '불국사']"
b_b011231,"['경주역사유적지구', '월정교', '보문호', '동궁과월지', '캘리포니아비치', '경주핑크뮬리군락지', '국립경주박물관', '금관총', '경주월드', '석굴암']"
b_b002121,"['영월관광센터', '한반도지형', '장릉', '영월서부시장']"
b_b014385,['고석정꽃밭']
b_b010783,"['경상남도수목원', '진주성', '진주남강유등축제']"
b_b003894,"['경주역사유적지구', '국립경주박물관', '석굴암', '보문호', '캘리포니아비치', '금관총', '경주엑스포대공원', '첨성대', '경주보문관광단지', '황리단길']"
b_b014330,"['주문진해변', '정동심곡 바다부채길', '정동진해변', '경포대', '사천진해변', '하슬라아트월드', '허균허난설헌기념공원', '아르떼뮤지엄 강릉', '경포아쿠아리움', '허균허난설헌기념관']"
b_b006313,"['황매산군립공원', '합천영상테마파크']"
b_b011577,"['춘천삼악산호수케이블카', '이마트 춘천점', '남이섬', '청평사', '김유정문학촌', '레고랜드코리아리조트', '소양강스카이워크']"
b_b007797,"['경주월드', '경주핑크뮬리군락지', '보문정', '국립경주박물관', '경주역사유적지구', '교촌마을', '캘리포니아비치', '경주엑스포대공원', '보문호', '경주오릉']"
b_b006777,"['황산공원', '통도사']"
b_b015553,"['호미곶', '환호공원 스페이스워크', '구룡포일본인가옥거리', '죽도시장', '영일대해수욕장']"
b_b009255,"['보문호', '경주월드', '캘리포니아비치', '국립경주박물관', '월정교', '경주역사유적지구', '첨성대', '경주엑스포대공원', '석굴암', '동궁과월지']"
b_b013626,"['호미곶', '환호공원 스페이스워크', '영일대해수욕장', '구룡포일본인가옥거리', '죽도시장']"
b_b014970,['간절곶']
b_b002519,"['속초관광수산시장', '정암해변', '설악산', '낙산사', '설악케이블카', '속초아이', '서피비치', '휴휴암', '영랑호', '외옹치해변']"
b_b015091,['고석정꽃밭']
b_b003024,"['경주역사유적지구', '월정교', '국립경주박물관', '보문호', '경주월드', '금관총', '첨성대', '캘리포니아비치', '동궁과월지', '황리단길']"
b_b011673,"['남이섬', '춘천삼악산호수케이블카', '이마트 춘천점', '김유정문학촌', '청평사', '레고랜드코리아리조트', '소양강스카이워크']"
b_b009620,"['월영교', '낙강물길공원', '병산서원', '안동하회마을', '부용대', '만휴정']"
b_b013620,"['남이섬', '이마트 춘천점', '춘천삼악산호수케이블카', '청평사', '김유정문학촌', '레고랜드코리아리조트', '소양강스카이워크']"
b_b003999,"['정동진해변', '주문진해변', '정동심곡 바다부채길', '하슬라아트월드', '아르떼뮤지엄 강릉', '경포호', '강문해변', '경포아쿠아리움', '사근진해변', '허균허난설헌기념공원']"
b_b008497,"['남이섬', '춘천삼악산호수케이블카', '이마트 춘천점', '청평사', '김유정문학촌', '레고랜드코리아리조트', '소양강스카이워크']"
b_b006572,"['경주월드', '캘리포니아비치', '경주역사유적지구', '국립경주박물관', '보문호', '경주보문관광단지', '월정교', '첨성대', '동궁과월지', '불국사']"
b_b009241,"['경주월드', '캘리포니아비치', '국립경주박물관', '월정교', '경주역사유적지구', '보문호', '황리단길', '경주엑스포대공원', '금관총', '첨성대']"
b_b009514,"['이케아 동부산점', '해동용궁사', '롯데프리미엄아울렛 동부산점', '롯데월드 어드벤처 부산']"
b_b007944,"['간절곶', '태화강국가정원 십리대숲', '울산시립미술관', '태화강국가정원']"
b_b000063,"['호미곶', '죽도시장', '환호공원 스페이스워크', '영일대해수욕장', '구룡포일본인가옥거리']"
b_b003988,"['월정사', '발왕산관광케이블카', '대관령양떼목장', '오대산월정사 전나무숲길', '대관령삼양목장', '휘닉스평창 블루캐니언']"
b_b014441,"['경주역사유적지구', '국립경주박물관', '보문호', '경주월드', '캘리포니아비치', '석굴암', '경주핑크뮬리군락지', '경주보문관광단지', '금관총', '첨성대']"
b_b010215,"['보문호', '경주역사유적지구', '국립경주박물관', '경주월드', '첨성대', '대릉원', '경주보문관광단지', '캘리포니아비치', '황리단길', '금관총']"
b_b001370,"['삼정타워', '전포카페거리', '롯데백화점 부산본점']"
b_b005213,"['캘리포니아비치', '황산공원', '석굴암', '동궁과월지', '경주엑스포대공원', '경주핑크뮬리군락지', '월정교', '경주보문관광단지', '국립경주박물관', '보문정']"
b_b002675,"['캘리포니아비치', '국립경주박물관', '경주월드', '경주역사유적지구', '보문호', '경주보문관광단지', '석굴암', '경주엑스포대공원', '경주핑크뮬리군락지', '경주오릉']"
b_b000550,"['장생포고래박물관', '대왕암공원', '대왕암공원 출렁다리']"
b_b009928,"['하슬라아트월드', '정동심곡 바다부채길', '주문진해변', '정동진해변', '아르떼뮤지엄 강릉', '경포호', '경포대', '강문해변', '홈플러스 강릉점', '안목해변']"
b_b013692,"['남이섬', '춘천삼악산호수케이블카', '이마트 춘천점', '김유정문학촌', '레고랜드코리아리조트', '청평사', '소양강스카이워크']"
b_b000856,"['외옹치해변', '속초해수욕장', '영랑호', '영금정', '화암사', '설악산소공원', '등대해수욕장', '속초관광수산시장', '송지호해수욕장', '갯배st 속초청년몰']"
b_b018606,"['경주역사유적지구', '보문호', '대릉원', '첨성대', '월정교', '캘리포니아비치', '황리단길', '경주월드', '국립경주박물관', '경주엑스포대공원']"
b_b011830,"['진주성', '진주남강유등축제', '경상남도수목원']"
b_b007912,"['이케아 동부산점', '해동용궁사', '롯데프리미엄아울렛 동부산점', '롯데월드 어드벤처 부산']"
b_b006009,"['이케아 동부산점', '해동용궁사', '롯데월드 어드벤처 부산', '롯데프리미엄아울렛 동부산점']"
b_b006441,"['파크로쉬리조트앤웰니스', '하이원 워터월드', '정선아리랑시장']"
b_b008421,"['하슬라아트월드', '정동심곡 바다부채길', '주문진해변', '아르떼뮤지엄 강릉', '정동진해변', '경포대', '경포호', '경포해수욕장', '주문진수산물 좌판풍물시장', '홈플러스 강릉점']"
b_b004761,"['서피비치', '인구해변', '영랑호', '낙산사', '외옹치 바다향기로', '휴휴암', '속초해수욕장', '속초아이', '외옹치해변', '영금정']"
b_b009231,"['남이섬', '김유정문학촌', '이마트 춘천점', '춘천삼악산호수케이블카', '청평사', '레고랜드코리아리조트', '소양강스카이워크']"
b_b002948,"['뮤지엄산', '경포호', '정동진해변', '소금산출렁다리', '정동심곡 바다부채길', '강문해변', '경포대', '안목해변', '하슬라아트월드', '경포해수욕장']"
b_b007891,
b_b002789,"['휴휴암', '낙산사', '인구해변', '서피비치', '낙산해변', '정암해변', '설악산', '양양전통시장']"
b_b015510,"['정동심곡 바다부채길', '경포대', '경포호', '주문진해변', '정동진해변', '하슬라아트월드', '홈플러스 강릉점', '경포해수욕장', '허균허난설헌기념관', '강문해변']"
b_b000391,"['정동심곡 바다부채길', '주문진해변', '정동진해변', '하슬라아트월드', '경포대', '사근진해변', '경포해수욕장', '홈플러스 강릉점', '아르떼뮤지엄 강릉', '허균허난설헌기념공원']"
b_b010740,"['병산서원', '월영교', '낙강물길공원', '안동하회마을', '만휴정', '부용대']"
c_c002519,"['국립경주박물관', '경주역사유적지구', '경주월드', '보문호', '캘리포니아비치', '석굴암', '첨성대', '불국사', '경주보문관광단지', '금관총']"
b_b003904,"['설악케이블카', '영랑호', '외옹치해변', '속초관광수산시장', '설악산소공원', '속초아이', '영금정', '속초해수욕장', '청초호수공원', '등대해수욕장']"
b_b006718,"['경포호', '경포대', '정동심곡 바다부채길', '주문진해변', '하슬라아트월드', '아르떼뮤지엄 강릉', '홈플러스 강릉점', '정동진해변', '사근진해변', '주문진수산물 좌판풍물시장']"
b_b004945,"['주문진해변', '정동심곡 바다부채길', '경포대', '아르떼뮤지엄 강릉', '하슬라아트월드', '사근진해변', '경포호', '홈플러스 강릉점', '정동진해변', '경포아쿠아리움']"
b_b006010,"['황매산군립공원', '합천영상테마파크']"
b_b004976,"['휴휴암', '낙산사', '설악산', '정암해변', '서피비치', '인구해변', '낙산해변', '양양전통시장']"
b_b006105,"['경주핑크뮬리군락지', '보문정', '동궁과월지', '분황사', '월정교', '경주월드', '불국사', '캘리포니아비치', '경주역사유적지구', '교촌마을']"
b_b002102,"['경주월드', '캘리포니아비치', '국립경주박물관', '황리단길', '보문호', '석굴암', '월정교', '불국사', '경주역사유적지구', '경주핑크뮬리군락지']"
b_b015913,['장생포고래박물관']
b_b009953,"['월영교', '낙강물길공원', '병산서원', '안동하회마을', '부용대', '만휴정']"
b_b016467,"['소금산출렁다리', '뮤지엄산']"
b_b004874,"['낙산사', '인구해변', '낙산해변', '휴휴암', '정암해변', '설악산', '서피비치', '양양전통시장']"
b_b004710,"['남이섬', '이마트 춘천점', '춘천삼악산호수케이블카', '청평사', '김유정문학촌', '소양강스카이워크', '레고랜드코리아리조트']"
b_b004709,"['정동심곡 바다부채길', '정동진해변', '주문진해변', '경포호', '경포해수욕장', '하슬라아트월드', '강문해변', '경포대', '안목해변', '홈플러스 강릉점']"
c_c005470,"['정동심곡 바다부채길', '하슬라아트월드', '주문진해변', '아르떼뮤지엄 강릉', '홈플러스 강릉점', '정동진해변', '경포대', '사근진해변', '경포해수욕장', '경포호']"
b_b011806,"['대왕암공원', '태화강국가정원', '태화강국가정원 십리대숲', '장생포고래박물관', '대왕암공원 출렁다리', '울산시립미술관']"
b_b006590,
b_b014887,"['경주보문관광단지', '캘리포니아비치', '경주엑스포대공원', '대릉원', '경주역사유적지구', '경주월드', '석굴암', '국립경주박물관', '경주핑크뮬리군락지', '첨성대']"
b_b018641,"['신세계백화점 대구점', '팔공산케이블카', '롯데백화점 대구점']"
b_b005212,"['영랑호', '설악산소공원', '외옹치 바다향기로', '설악케이블카', '외옹치해변', '등대해수욕장', '속초관광수산시장', '영금정', '속초해수욕장', '속초아이']"
b_b007862,"['영랑호', '속초아이', '영금정', '설악케이블카', '외옹치 바다향기로', '이마트 속초점', '속초관광수산시장', '갯배st 속초청년몰', '설악산소공원', '외옹치해변']"
b_b009763,"['국립경주박물관', '경주역사유적지구', '월정교', '캘리포니아비치', '경주월드', '보문호', '경주보문관광단지', '불국사', '황리단길', '금관총']"
b_b001017,"['해운대해수욕장', '해운대블루라인파크 청사포정거장', '동백섬', '센텀시티 스파랜드', '신세계백화점 센텀시티점', '청사포다릿돌전망대', '송정해수욕장', '해운대전통시장', '해운대블루라인파크 미포정거장', '해운대블루라인파크 송정정거장']"
b_b014847,"['남이섬', '춘천삼악산호수케이블카', '이마트 춘천점', '김유정문학촌', '청평사', '레고랜드코리아리조트', '소양강스카이워크']"
b_b000574,"['경주월드', '보문호', '캘리포니아비치', '경주역사유적지구', '국립경주박물관', '월정교', '금관총', '동궁과월지', '첨성대', '불국사']"
b_b004535,"['주문진해변', '정동진해변', '정동심곡 바다부채길', '하슬라아트월드', '아르떼뮤지엄 강릉', '강문해변', '경포호', '대관령삼양목장', '사근진해변', '홈플러스 강릉점']"
b_b018593,"['국립경주박물관', '경주역사유적지구', '캘리포니아비치', '월정교', '황리단길', '금관총', '경주월드', '대릉원', '동궁과월지', '첨성대']"
b_b006385,"['광안리해수욕장', '밀락 더 마켓']"
b_b001994,"['경주역사유적지구', '국립경주박물관', '대릉원', '호미곶', '경주월드', '보문호', '황리단길', '월정교', '불국사', '첨성대']"
b_b006517,"['하슬라아트월드', '경포아쿠아리움', '정동심곡 바다부채길', '사천진해변', '강문해변', '허균허난설헌기념공원', '주문진해변', '대관령양떼목장', '경포대', '발왕산관광케이블카']"
b_b006287,"['호미곶', '환호공원 스페이스워크', '영일대해수욕장', '죽도시장', '구룡포일본인가옥거리']"
b_b010116,"['송정해수욕장', '해운대해수욕장', '신세계백화점 센텀시티점', '센텀시티 스파랜드', '벡스코', '청사포다릿돌전망대', '해운대블루라인파크 청사포정거장', '동백섬', '해운대블루라인파크 미포정거장', '해운대전통시장']"
b_b004405,"['하이원 워터월드', '파크로쉬리조트앤웰니스', '장릉', '영월관광센터', '한반도지형', '정선아리랑시장', '영월서부시장']"
b_b004507,"['주문진해변', '정동진해변', '경포호', '정동심곡 바다부채길', '홈플러스 강릉점', '허균허난설헌기념공원', '경포해수욕장', '주문진수산물 좌판풍물시장', '경포대', '하슬라아트월드']"
b_b000064,"['신세계백화점 센텀시티점', '센텀시티 스파랜드', '해운대블루라인파크 미포정거장', '벡스코', '해운대블루라인파크 청사포정거장', '송정해수욕장', '청사포다릿돌전망대', '동백섬', '해운대해수욕장', '해운대블루라인파크 송정정거장']"
b_b013703,"['남이섬', '이마트 춘천점', '춘천삼악산호수케이블카', '김유정문학촌', '청평사', '레고랜드코리아리조트', '소양강스카이워크']"
b_b005333,"['경주월드', '금관총', '국립경주박물관', '월정교', '경주역사유적지구', '캘리포니아비치', '보문호', '경주핑크뮬리군락지', '교촌마을', '동궁과월지']"
b_b005042,"['발왕산관광케이블카', '휘닉스평창 블루캐니언', '오대산월정사 전나무숲길', '대관령삼양목장', '대관령양떼목장', '월정사']"
b_b004842,"['주문진해변', '경포대', '정동심곡 바다부채길', '하슬라아트월드', '아르떼뮤지엄 강릉', '정동진해변', '홈플러스 강릉점', '사근진해변', '경포호', '경포해수욕장']"
b_b003113,"['월정교', '경주역사유적지구', '국립경주박물관', '캘리포니아비치', '대릉원', '첨성대', '불국사', '황리단길', '경주월드', '보문호']"
b_b008477,"['청라언덕', '스파크랜드', '83타워', '동성로로데오거리', '서문시장', '현대백화점 대구점', '주교좌계산대성당', '김광석다시그리기길', '대구근대역사관']"
b_b002013,"['경주월드', '경주엑스포대공원', '캘리포니아비치', '국립경주박물관', '불국사', '보문호', '황리단길', '월정교', '경주역사유적지구', '대릉원']"
b_b011340,"['소금산출렁다리', '뮤지엄산']"
b_b000387,"['보문호', '캘리포니아비치', '경주월드', '경주역사유적지구', '경주보문관광단지', '황리단길', '동궁과월지', '첨성대', '국립경주박물관', '보문정']"
b_b000560,"['센텀시티 스파랜드', '청사포다릿돌전망대', '송정해수욕장', '해운대블루라인파크 송정정거장', '해운대블루라인파크 청사포정거장', '동백섬', '해운대해수욕장', '신세계백화점 센텀시티점', '해운대블루라인파크 미포정거장', '벡스코']"
b_b002791,"['황리단길', '경주역사유적지구', '보문호', '국립경주박물관', '대릉원', '캘리포니아비치', '경주엑스포대공원', '경주월드', '경주보문관광단지', '불국사']"
b_b004508,"['이마트 춘천점', '남이섬', '춘천삼악산호수케이블카', '김유정문학촌', '레고랜드코리아리조트', '청평사', '소양강스카이워크']"
b_b003948,"['흰여울문화마을', 'BIFF광장', '롯데백화점 광복점', '롯데마트 광복점', '부평깡통시장', '자갈치시장', '국제시장', '태종대유원지', '다이아몬드타워', '보수동책방골목']"
b_b005544,"['경상남도수목원', '해운대해수욕장', '센텀시티 스파랜드', '신세계백화점 센텀시티점', '송정해수욕장', '해운대블루라인파크 청사포정거장', '진주성', '청사포다릿돌전망대', '진주남강유등축제', '해운대블루라인파크 미포정거장']"
b_b002290,"['영랑호', '영금정', '속초아이', '외옹치 바다향기로', '설악산소공원', '설악케이블카', '갯배st 속초청년몰', '외옹치해변', '청초호수공원', '속초관광수산시장']"
b_b004889,"['경주월드', '국립경주박물관', '경주역사유적지구', '캘리포니아비치', '황리단길', '보문호', '동궁과월지', '홈플러스 경주점', '경주보문관광단지', '월정교']"
b_b006970,
b_b009234,"['환호공원 스페이스워크', '구룡포일본인가옥거리', '호미곶', '죽도시장', '영일대해수욕장']"
b_b005444,"['속초관광수산시장', '속초아이', '영금정', '갯배st 속초청년몰', '영랑호', '속초해수욕장', '외옹치 바다향기로', '외옹치해변', '청초호수공원', '설악산소공원']"
b_b008074,"['인구해변', '설악산', '정암해변', '낙산사', '휴휴암', '낙산해변', '서피비치', '양양전통시장']"
b_b018624,"['태화강국가정원 십리대숲', '태화강국가정원', '울산시립미술관']"
b_b010905,"['팔공산케이블카', '신세계백화점 대구점']"
b_b002821,"['보문호', '보문정', '경주엑스포대공원', '월정교', '캘리포니아비치', '경주월드', '불국사', '경주핑크뮬리군락지', '동궁과월지', '경주보문관광단지']"
b_b002171,"['영금정', '영랑호', '설악산소공원', '갯배st 속초청년몰', '속초관광수산시장', '속초아이', '외옹치해변', '청초호수공원', '외옹치 바다향기로', '등대해수욕장']"
b_b000775,"['외옹치 바다향기로', '영랑호', '설악산소공원', '등대해수욕장', '영금정', '송지호해수욕장', '설악케이블카', '외옹치해변', '청초호수공원', '화암사']"
b_b005919,"['맹방해수욕장', '쏠비치 삼척', '삼척중앙시장', '삼척해변']"
b_b016240,"['오대산월정사 전나무숲길', '발왕산관광케이블카', '대관령양떼목장', '대관령삼양목장', '월정사', '휘닉스평창 블루캐니언']"
b_b008587,"['정동진해변', '정동심곡 바다부채길', '주문진해변', '경포호', '경포대', '하슬라아트월드', '허균허난설헌기념공원', '아르떼뮤지엄 강릉', '사천진해변', '사근진해변']"
b_b000156,"['경포대', '주문진해변', '정동심곡 바다부채길', '경포호', '정동진해변', '하슬라아트월드', '홈플러스 강릉점', '아르떼뮤지엄 강릉', '사근진해변', '허균허난설헌기념관']"
b_b015901,"['이케아 동부산점', '해동용궁사', '광안리해수욕장', '롯데백화점 광복점', 'BIFF광장', '부평깡통시장', '롯데마트 광복점', '롯데월드 어드벤처 부산', '밀락 더 마켓', '롯데프리미엄아울렛 동부산점']"
b_b007994,"['경주월드', '경주엑스포대공원', '국립경주박물관', '캘리포니아비치', '월정교', '석굴암', '보문호', '불국사', '보문정', '경주역사유적지구']"
b_b003463,"['호미곶', '영일대해수욕장', '환호공원 스페이스워크', '죽도시장', '구룡포일본인가옥거리']"
b_b000111,"['영랑호', '외옹치 바다향기로', '설악케이블카', '영금정', '속초아이', '설악산소공원', '갯배st 속초청년몰', '외옹치해변', '이마트 속초점', '등대해수욕장']"
b_b012529,"['소금산출렁다리', '뮤지엄산']"
b_b011297,"['정동심곡 바다부채길', '경포대', '정동진해변', '안목해변', '경포호', '홈플러스 강릉점', '강문해변', '강릉중앙시장', '주문진해변', '허균허난설헌기념공원']"
b_b008586,"['영금정', '청초호수공원', '설악산소공원', '갯배st 속초청년몰', '영랑호', '설악케이블카', '외옹치해변', '외옹치 바다향기로', '등대해수욕장', '속초해수욕장']"
b_b002129,"['화암사', '영랑호', '외옹치해변', '설악산소공원', '속초해수욕장', '청초호수공원', '영금정', '외옹치 바다향기로', '송지호해수욕장', '속초아이']"
b_b012662,"['영랑호', '속초아이', '갯배st 속초청년몰', '외옹치 바다향기로', '영금정', '설악산소공원', '아바이마을', '청초호수공원', '등대해수욕장', '외옹치해변']"
b_b015763,"['비발디파크 오션월드', '소노벨비발디파크']"
b_b000533,"['영랑호', '낙산사', '영금정', '설악산', '이마트 속초점', '휴휴암', '설악산소공원', '속초관광수산시장', '서피비치', '정암해변']"
b_b011815,"['경주월드', '보문호', '캘리포니아비치', '경주역사유적지구', '국립경주박물관', '경주엑스포대공원', '월정교', '경주핑크뮬리군락지', '황리단길', '경주오릉']"
b_b007258,"['경주월드', '캘리포니아비치', '국립경주박물관', '경주역사유적지구', '금관총', '교촌마을', '불국사', '보문호', '월정교', '첨성대']"
b_b000442,"['주문진해변', '정동심곡 바다부채길', '하슬라아트월드', '정동진해변', '경포호', '경포아쿠아리움', '경포해수욕장', '경포대', '홈플러스 강릉점', '아르떼뮤지엄 강릉']"
b_b006464,"['해운대해수욕장', '송정해수욕장', '동백섬', '신세계백화점 센텀시티점', '센텀시티 스파랜드', '해운대블루라인파크 청사포정거장', '청사포다릿돌전망대', '벡스코', '해운대블루라인파크 미포정거장', '해운대전통시장']"
b_b009924,"['영랑호', '속초아이', '영금정', '설악산소공원', '외옹치 바다향기로', '속초관광수산시장', '이마트 속초점', '외옹치해변', '갯배st 속초청년몰', '등대해수욕장']"
b_b009301,"['청사포다릿돌전망대', '센텀시티 스파랜드', '송정해수욕장', '해운대해수욕장', '신세계백화점 센텀시티점', '해운대블루라인파크 청사포정거장', '동백섬', '해운대블루라인파크 송정정거장', '해운대블루라인파크 미포정거장', '벡스코']"
b_b004949,"['남이섬', '춘천삼악산호수케이블카', '청평사', '김유정문학촌', '이마트 춘천점', '레고랜드코리아리조트', '소양강스카이워크']"
b_b015843,"['정동심곡 바다부채길', '주문진해변', '하슬라아트월드', '정동진해변', '아르떼뮤지엄 강릉', '홈플러스 강릉점', '경포대', '사근진해변', '허균허난설헌기념관', '경포호']"
b_b006845,"['남이섬', '춘천삼악산호수케이블카', '김유정문학촌', '이마트 춘천점', '청평사', '레고랜드코리아리조트', '소양강스카이워크']"
b_b014492,"['황산공원', '통도사']"
b_b007242,['장생포고래박물관']
